id,price_doc
30474,5647717.0
30475,9457065.0
30476,6835567.0
30477,8839987.0
30478,5235393.0
30479,9432400.0
30480,5696352.0
30481,3546966.0
30482,7411676.0
30483,4515635.0
30484,7567856.0
30485,4826899.0
30486,3508754.0
30487,3486403.0
30488,5218326.0
30489,6484457.0
30490,16062410.0
30491,15039304.0
30492,5659349.0
30493,14979427.0
30494,6772715.0
30495,12591637.0
30496,9185095.0
30497,11359369.0
30498,3511809.0
30499,9358512.0
30500,11496989.0
30501,9323940.0
30502,3744676.0
30503,9199956.0
30504,6352098.0
30505,12698779.0
30506,2992216.0
30507,4701715.0
30508,7876665.0
30509,8838616.0
30510,10513276.0
30511,7681400.0
30512,5733877.0
30513,6308540.0
30514,2737202.0
30515,10352792.0
30516,7808451.0
30517,12467561.0
30518,6856799.0
30519,5396594.0
30520,7841376.0
30521,5511601.0
30522,7943996.0
30523,11022234.0
30524,10252915.0
30525,20377572.0
30526,4100789.0
30527,5695030.0
30528,8401542.0
30529,9108442.0
30530,6190134.0
30531,14490764.0
30532,4599134.0
30533,14464694.0
30534,7129592.0
30535,10641375.0
30536,6816024.0
30537,10839959.0
30538,6186721.0
30539,8524041.0
30540,11350386.0
30541,8818906.0
30542,1128760.0
30543,6931080.0
30544,8368625.0
30545,10427156.0
30546,2655225.0
30547,9106485.0
30548,4747891.0
30549,5913499.0
30550,11541962.0
30551,5536351.0
30552,830102.0
30553,9260771.0
30554,10738532.0
30555,8120800.0
30556,9666631.0
30557,9785624.0
30558,9531558.0
30559,7458855.0
30560,8920134.0
30561,9211775.0
30562,12347574.0
30563,5490631.0
30564,8526159.0
30565,7642250.0
30566,8939579.0
30567,923252.0
30568,10529025.0
30569,8980590.0
30570,5785597.0
30571,8615733.0
30572,4987270.0
30573,9031448.0
30574,8449202.0
30575,11611333.0
30576,5287309.0
30577,4401539.0
30578,3579882.0
30579,9144839.0
30580,5064189.0
30581,5922476.0
30582,14057319.0
30583,7181890.0
30584,5182293.0
30585,2246506.0
30586,10178379.0
30587,6294563.0
30588,10569332.0
30589,6896950.0
30590,11996337.0
30591,6999295.0
30592,8559452.0
30593,8703741.0
30594,8212571.0
30595,6273637.0
30596,6888185.0
30597,8969677.0
30598,10894781.0
30599,11723044.0
30600,8357004.0
30601,10042731.0
30602,947976.0
30603,13796247.0
30604,5061435.0
30605,8172068.0
30606,15154396.0
30607,9176300.0
30608,9721932.0
30609,6307662.0
30610,3914598.0
30611,7344855.0
30612,7112521.0
30613,11620769.0
30614,16180205.0
30615,8713733.0
30616,7675982.0
30617,9333815.0
30618,5282995.0
30619,4777428.0
30620,3407225.0
30621,10537178.0
30622,12388490.0
30623,7928405.0
30624,6865282.0
30625,7500541.0
30626,7687247.0
30627,10148061.0
30628,8518988.0
30629,4699278.0
30630,4383002.0
30631,6590838.0
30632,4096521.0
30633,6601982.0
30634,10921339.0
30635,11199900.0
30636,6113933.0
30637,10153045.0
30638,8381969.0
30639,13902504.0
30640,3981617.0
30641,10406142.0
30642,7329261.0
30643,10026576.0
30644,10910813.0
30645,7987586.0
30646,4676402.0
30647,4707495.0
30648,18005595.0
30649,3519135.0
30650,4210699.0
30651,3020328.0
30652,4368433.0
30653,9527272.0
30654,5416193.0
30655,17306524.0
30656,4838126.0
30657,7298175.0
30658,9341228.0
30659,4070188.0
30660,9678800.0
30661,5925601.0
30662,8192472.0
30663,13545408.0
30664,19526435.0
30665,7665709.0
30666,2232990.0
30667,2663366.0
30668,9888787.0
30669,7630230.0
30670,5791100.0
30671,6946207.0
30672,18702182.0
30673,10538491.0
30674,14276521.0
30675,1191405.0
30676,9593665.0
30677,5286968.0
30678,13438914.0
30679,7884969.0
30680,6270211.0
30681,2518079.0
30682,10019389.0
30683,11470677.0
30684,7589424.0
30685,7162723.0
30686,9629914.0
30687,4542301.0
30688,4354985.0
30689,20093898.0
30690,18122788.0
30691,4975363.0
30692,8799236.0
30693,12319299.0
30694,9148177.0
30695,8842532.0
30696,6464069.0
30697,13400870.0
30698,8550590.0
30699,7008233.0
30700,4464475.0
30701,10838062.0
30702,6159948.0
30703,4424312.0
30704,11447546.0
30705,9514246.0
30706,17142033.0
30707,5578976.0
30708,14269290.0
30709,7457210.0
30710,8112434.0
30711,6590193.0
30712,4594029.0
30713,8848351.0
30714,6313261.0
30715,5030639.0
30716,11460423.0
30717,7664110.0
30718,10676712.0
30719,16749859.0
30720,8659536.0
30721,12505778.0
30722,11115518.0
30723,8011326.0
30724,11698110.0
30725,7023139.0
30726,11851617.0
30727,10920937.0
30728,8778372.0
30729,5277561.0
30730,7230740.0
30731,7820232.0
30732,3486507.0
30733,10109954.0
30734,7727193.0
30735,5632324.0
30736,8176333.0
30737,7149272.0
30738,6021463.0
30739,868507.0
30740,6798070.0
30741,11130261.0
30742,5500467.0
30743,5204112.0
30744,9983902.0
30745,10582981.0
30746,5938334.0
30747,24949333.0
30748,12597287.0
30749,4463225.0
30750,7055359.0
30751,3359249.0
30752,11624010.0
30753,10167227.0
30754,5459716.0
30755,6161248.0
30756,8088704.0
30757,5410339.0
30758,14179144.0
30759,7425037.0
30760,3823911.0
30761,14686609.0
30762,6077012.0
30763,13428187.0
30764,6892467.0
30765,6576997.0
30766,5175453.0
30767,8968816.0
30768,5126389.0
30769,8042051.0
30770,7978189.0
30771,2794317.0
30772,9727038.0
30773,9947239.0
30774,7556974.0
30775,13066443.0
30776,5926011.0
30777,6035883.0
30778,10996893.0
30779,8321276.0
30780,7663556.0
30781,8061488.0
30782,6399363.0
30783,6438339.0
30784,3501954.0
30785,4270617.0
30786,4957970.0
30787,8272569.0
30788,6448221.0
30789,7324636.0
30790,8607991.0
30791,10194742.0
30792,7745199.0
30793,8198442.0
30794,12289717.0
30795,13276054.0
30796,12408705.0
30797,15347969.0
30798,2260031.0
30799,9518859.0
30800,14172282.0
30801,7272306.0
30802,22911203.0
30803,2880119.0
30804,3302261.0
30805,14159555.0
30806,7959702.0
30807,5656381.0
30808,11089426.0
30809,6240887.0
30810,9879289.0
30811,4103873.0
30812,5457513.0
30813,8059468.0
30814,2570832.0
30815,3191857.0
30816,10157481.0
30817,708240.0
30818,9495436.0
30819,6858527.0
30820,5629485.0
30821,13156670.0
30822,16852399.0
30823,7775627.0
30824,4128223.0
30825,6697309.0
30826,9410532.0
30827,5303718.0
30828,5520929.0
30829,6208037.0
30830,10254541.0
30831,7031504.0
30832,5887428.0
30833,4210269.0
30834,4187291.0
30835,7461961.0
30836,7370796.0
30837,5735244.0
30838,4051966.0
30839,8977868.0
30840,12010171.0
30841,12392317.0
30842,7900816.0
30843,7691866.0
30844,8252479.0
30845,13311219.0
30846,5222865.0
30847,6431245.0
30848,9527139.0
30849,3958437.0
30850,3419007.0
30851,4416365.0
30852,7971720.0
30853,5410219.0
30854,6039438.0
30855,6431100.0
30856,8903314.0
30857,2942112.0
30858,5654675.0
30859,5899104.0
30860,6122998.0
30861,9169231.0
30862,8743779.0
30863,8115412.0
30864,6961023.0
30865,9121989.0
30866,5663310.0
30867,7082050.0
30868,9866660.0
30869,5193545.0
30870,8417791.0
30871,10609627.0
30872,4523972.0
30873,2494223.0
30874,5264718.0
30875,9028231.0
30876,4653868.0
30877,11100211.0
30878,6173907.0
30879,13880344.0
30880,7430316.0
30881,710853.0
30882,9373377.0
30883,5135059.0
30884,6785175.0
30885,4504375.0
30886,9330601.0
30887,6405915.0
30888,4781017.0
30889,5320694.0
30890,9530358.0
30891,4711684.0
30892,5027409.0
30893,6019387.0
30894,7467037.0
30895,5205701.0
30896,7867428.0
30897,9524831.0
30898,8421853.0
30899,6190714.0
30900,3642882.0
30901,5685536.0
30902,1018562.0
30903,9238513.0
30904,8171247.0
30905,6410878.0
30906,3780618.0
30907,13759386.0
30908,3987318.0
30909,11837325.0
30910,9172853.0
30911,4421793.0
30912,5753134.0
30913,17456494.0
30914,8357074.0
30915,10345800.0
30916,4493003.0
30917,17609527.0
30918,6148262.0
30919,5849830.0
30920,4916452.0
30921,3905368.0
30922,6696280.0
30923,2979472.0
30924,6366826.0
30925,13421090.0
30926,9638725.0
30927,11063224.0
30928,6114749.0
30929,5865401.0
30930,11567895.0
30931,10925508.0
30932,4748320.0
30933,6883124.0
30934,13910212.0
30935,7576909.0
30936,7278462.0
30937,9680254.0
30938,2530327.0
30939,9982257.0
30940,7294844.0
30941,8729170.0
30942,2756720.0
30943,6465024.0
30944,6635099.0
30945,2521712.0
30946,12608000.0
30947,6819847.0
30948,8619700.0
30949,6869194.0
30950,6896511.0
30951,13389465.0
30952,10656014.0
30953,10979147.0
30954,6237943.0
30955,8361878.0
30956,8516709.0
30957,6042994.0
30958,17220958.0
30959,9233003.0
30960,9019080.0
30961,9934374.0
30962,11346761.0
30963,2104128.0
30964,4930540.0
30965,7301790.0
30966,13101918.0
30967,8724084.0
30968,2767503.0
30969,1712030.0
30970,7526243.0
30971,10635560.0
30972,2236543.0
30973,4903569.0
30974,4424529.0
30975,9283953.0
30976,6486005.0
30977,6340185.0
30978,10606320.0
30979,2529656.0
30980,3382748.0
30981,6389848.0
30982,6266079.0
30983,3054685.0
30984,7025582.0
30985,3356749.0
30986,11098495.0
30987,11154719.0
30988,7248826.0
30989,8884251.0
30990,12341609.0
30991,10375229.0
30992,3148258.0
30993,8082026.0
30994,6030605.0
30995,9671253.0
30996,6561087.0
30997,7867968.0
30998,8273994.0
30999,4673853.0
31000,10403601.0
31001,8263272.0
31002,14695575.0
31003,8533965.0
31004,4086910.0
31005,2738784.0
31006,9729765.0
31007,5827160.0
31008,7415847.0
31009,12889200.0
31010,7984572.0
31011,4221335.0
31012,6252139.0
31013,6619547.0
31014,10867695.0
31015,8769230.0
31016,3979926.0
31017,10839061.0
31018,5862746.0
31019,4422765.0
31020,7569179.0
31021,13108362.0
31022,21146095.0
31023,11162706.0
31024,5887097.0
31025,7814481.0
31026,7517779.0
31027,4530087.0
31028,5893281.0
31029,10486368.0
31030,5455861.0
31031,8552379.0
31032,14741322.0
31033,9898422.0
31034,9911976.0
31035,8902662.0
31036,11738132.0
31037,18383523.0
31038,4160740.0
31039,6532854.0
31040,7211204.0
31041,4040097.0
31042,4447880.0
31043,6323960.0
31044,12525103.0
31045,9046168.0
31046,8469752.0
31047,9638012.0
31048,5840012.0
31049,10232778.0
31050,9336810.0
31051,6726085.0
31052,2090903.0
31053,12797757.0
31054,8308579.0
31055,4928581.0
31056,13261006.0
31057,6763243.0
31058,8415888.0
31059,2068825.0
31060,7406062.0
31061,8212834.0
31062,9514168.0
31063,1677341.0
31064,4386099.0
31065,8476961.0
31066,5906429.0
31067,9971439.0
31068,4131281.0
31069,4953016.0
31070,3477537.0
31071,1689416.0
31072,8195578.0
31073,719890.0
31074,8473828.0
31075,10550047.0
31076,9329013.0
31077,5885774.0
31078,4811084.0
31079,4157324.0
31080,9225957.0
31081,2769897.0
31082,10762650.0
31083,6024664.0
31084,10783553.0
31085,11122276.0
31086,3339158.0
31087,5756346.0
31088,11026181.0
31089,10844150.0
31090,22840911.0
31091,4011218.0
31092,7044602.0
31093,7685854.0
31094,7903814.0
31095,5817979.0
31096,13122128.0
31097,11250881.0
31098,11009058.0
31099,22245912.0
31100,5947672.0
31101,3888328.0
31102,7255140.0
31103,10098138.0
31104,6136859.0
31105,8349475.0
31106,3596999.0
31107,14141734.0
31108,8633341.0
31109,3832817.0
31110,10454013.0
31111,11273980.0
31112,5657227.0
31113,4015810.0
31114,4714874.0
31115,4111820.0
31116,6624031.0
31117,7469582.0
31118,2944742.0
31119,2963845.0
31120,6152092.0
31121,8883930.0
31122,6224818.0
31123,5547749.0
31124,6999803.0
31125,15412643.0
31126,18381178.0
31127,7656675.0
31128,7694976.0
31129,4621102.0
31130,12542063.0
31131,11003178.0
31132,12284225.0
31133,12774686.0
31134,8445745.0
31135,11391889.0
31136,9395462.0
31137,7262711.0
31138,5574929.0
31139,2278684.0
31140,7309199.0
31141,7727547.0
31142,11160580.0
31143,5377781.0
31144,1228829.0
31145,5642113.0
31146,6056919.0
31147,12281099.0
31148,6354037.0
31149,876214.0
31150,9616181.0
31151,6287689.0
31152,9917101.0
31153,3931909.0
31154,13483226.0
31155,8045077.0
31156,11557352.0
31157,4657514.0
31158,11173913.0
31159,7780768.0
31160,6786909.0
31161,2422945.0
31162,4823882.0
31163,6110526.0
31164,5709806.0
31165,7308652.0
31166,6203802.0
