id,price_doc
30474,5932000.0
30475,8801384.0
30476,6218430.1
30477,6708574.3
30478,5190314.0
30479,9864708.9
30480,4542150.2
30481,4427101.0
30482,4558870.2
30483,5052073.5
30484,6190298.7
30485,4939554.9
30486,4542613.0
30487,4744173.1
30488,8178987.7
30489,5562645.0
30490,22880931.6
30491,20566122.0
30492,6319410.4
30493,15182992.8
30494,7583616.1
30495,10644724.0
30496,8489040.8
30497,8184467.0
30498,4000000.0
30499,4570000.0
30500,11352352.8
30501,7140000.0
30502,3677111.9
30503,4220000.0
30504,6890973.2
30505,10427974.1
30506,2958886.6
30507,5011503.6
30508,5327089.6
30509,7215744.7
30510,9268990.1
30511,6253845.0
30512,7274644.3
30513,4477039.7
30514,3816442.4
30515,11117771.0
30516,6558351.8
30517,11163277.6
30518,5930592.9
30519,4754000.0
30520,7784920.9
30521,3931695.2
30522,7979184.0
30523,6690100.0
30524,10248169.4
30525,12345800.0
30526,5311744.5
30527,5232172.0
30528,6660000.0
30529,6835000.0
30530,6011869.1
30531,13182229.0
30532,3974158.3
30533,12105000.0
30534,7348221.3
30535,9163009.2
30536,5169485.9
30537,12710000.0
30538,4895000.0
30539,9875406.0
30540,9382321.3
30541,5945000.0
30542,2365755.1
30543,4249000.0
30544,3980000.0
30545,9938000.0
30546,3867870.3
30547,10440115.2
30548,4544894.7
30549,5146621.1
30550,11595000.0
30551,5792649.6
30552,2190073.8
30553,7150000.0
30554,10874950.0
30555,6497894.1
30556,9256294.4
30557,6955000.0
30558,8978931.0
30559,6280000.0
30560,6046470.2
30561,7110000.0
30562,13995069.5
30563,4796678.1
30564,6384254.0
30565,7945555.1
30566,6779341.7
30567,2399072.4
30568,11938472.2
30569,9013876.8
30570,6392906.1
30571,8779713.0
30572,5239513.7
30573,6325304.9
30574,6043626.3
30575,8945000.0
30576,4328553.1
30577,4920300.0
30578,2972132.7
30579,4719000.0
30580,5459000.0
30581,3880000.0
30582,14133188.7
30583,7405002.6
30584,3706000.0
30585,3280913.4
30586,9407314.3
30587,5395947.3
30588,7140000.0
30589,8020000.0
30590,12470080.0
30591,5085000.0
30592,6098501.3
30593,7313573.7
30594,5494678.4
30595,5390000.0
30596,7350867.1
30597,6374758.9
30598,9295030.6
30599,10125906.0
30600,4719203.4
30601,7047473.9
30602,2341396.0
30603,11486080.7
30604,4640000.0
30605,6272084.7
30606,21233999.7
30607,6650000.0
30608,9229426.7
30609,5618073.0
30610,3342913.4
30611,5504707.8
30612,8008626.3
30613,8348482.6
30614,18808886.6
30615,8007500.0
30616,5905119.8
30617,9320690.4
30618,5083000.0
30619,4886494.6
30620,2573504.0
30621,10695000.0
30622,9525000.0
30623,6580000.0
30624,6830015.4
30625,8029592.6
30626,6300000.0
30627,7280000.0
30628,6166126.2
30629,4996000.0
30630,4503457.2
30631,6571241.5
30632,4651830.5
30633,5465715.8
30634,12028188.8
30635,9373498.1
30636,5857521.2
30637,9601682.8
30638,6738000.0
30639,8272500.0
30640,4779939.9
30641,8096935.3
30642,7465000.0
30643,6956200.3
30644,9295030.6
30645,8235000.0
30646,5420000.0
30647,5157001.7
30648,26874793.8
30649,2512980.0
30650,4975000.0
30651,2950700.1
30652,4780086.7
30653,7088140.0
30654,5063942.9
30655,12736482.6
30656,3728009.4
30657,6357000.0
30658,9567913.9
30659,5119827.2
30660,8937000.0
30661,7472325.6
30662,8650127.2
30663,11793672.9
30664,12965000.0
30665,5682534.0
30666,2635347.4
30667,3896962.0
30668,10241167.0
30669,6119407.0
30670,2957878.3
30671,7890690.2
30672,10902483.0
30673,9152125.8
30674,11000000.0
30675,2368074.3
30676,6792500.0
30677,5300000.0
30678,21182315.2
30679,5134000.0
30680,5403750.0
30681,2512677.1
30682,9513000.0
30683,9648443.2
30684,4290000.0
30685,6727264.2
30686,9254994.2
30687,5195304.5
30688,5096691.8
30689,16805000.0
30690,26874793.8
30691,4817500.0
30692,6150000.0
30693,13170883.7
30694,4700000.0
30695,7416223.9
30696,7033000.0
30697,11996000.0
30698,3810000.0
30699,4390000.0
30700,5388021.7
30701,9371836.8
30702,7217000.0
30703,4165246.2
30704,13320432.4
30705,8253787.2
30706,21723426.4
30707,3802244.4
30708,11875000.0
30709,4958616.7
